idx,episode_id,label,confidence,racket,source_csv,lateral_offset_m,lateral_velocity_window_mps,pre_to_hit_delta_m,score_forehand,score_backhand,reason
249,Table_Tennis_01_009_TennisBats01_116p47_118p47_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.13678,-0.78394,-0.07390,6.00,0.75,body_local_swing_forehand
250,Table_Tennis_01_009_TennisBats01_120p33_122p33_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.16584,-2.18681,-0.19153,6.00,0.00,body_local_swing_forehand
251,Table_Tennis_01_009_TennisBats01_121p89_123p89_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.47389,-2.01523,-0.13476,6.75,0.00,body_local_swing_forehand
252,Table_Tennis_01_009_TennisBats01_125p26_127p26_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.20361,-2.30727,-0.17850,6.00,0.00,body_local_swing_forehand
253,Table_Tennis_01_009_TennisBats01_126p77_128p77_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.29264,-1.90134,-0.12991,6.00,0.00,body_local_swing_forehand
254,Table_Tennis_01_009_TennisBats01_128p04_130p04_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.42482,-1.44988,-0.09690,6.75,0.00,body_local_swing_forehand
255,Table_Tennis_01_009_TennisBats01_12p92_14p92_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.38236,-1.48110,-0.09610,6.75,0.00,body_local_swing_forehand
256,Table_Tennis_01_009_TennisBats01_130p50_132p50_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.27386,-1.99373,-0.11862,6.00,0.00,body_local_swing_forehand
257,Table_Tennis_01_009_TennisBats01_131p81_133p81_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.40668,-0.92384,-0.06191,6.75,0.00,body_local_swing_forehand
258,Table_Tennis_01_009_TennisBats01_133p11_135p11_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.30959,-1.34924,-0.07564,6.00,0.00,body_local_swing_forehand
259,Table_Tennis_01_009_TennisBats01_134p62_136p62_Skeleton001,backhand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.75780,1.26237,0.03909,0.75,5.00,body_local_swing_backhand
260,Table_Tennis_01_009_TennisBats01_135p91_137p91_Skeleton001,unknown,0.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.18696,-0.07122,0.00586,0.00,0.00,weak_motion_evidence
261,Table_Tennis_01_009_TennisBats01_137p32_139p32_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.47672,-0.43770,-0.03986,4.75,0.00,body_local_swing_forehand
262,Table_Tennis_01_009_TennisBats01_138p81_140p81_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.51248,-1.13349,-0.07005,6.75,0.00,body_local_swing_forehand
263,Table_Tennis_01_009_TennisBats01_14p16_16p16_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.38194,-2.04226,-0.13418,6.75,0.00,body_local_swing_forehand
264,Table_Tennis_01_009_TennisBats01_15p43_17p43_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.36163,-2.25507,-0.13201,6.75,0.00,body_local_swing_forehand
265,Table_Tennis_01_009_TennisBats01_16p78_18p78_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.70079,-1.00518,-0.04146,5.75,0.00,body_local_swing_forehand
266,Table_Tennis_01_009_TennisBats01_18p25_20p25_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.31130,-1.55689,-0.06099,6.00,0.00,body_local_swing_forehand
267,Table_Tennis_01_009_TennisBats01_19p53_21p53_Skeleton001,backhand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.32624,0.68210,0.06950,0.75,6.00,body_local_swing_backhand
268,Table_Tennis_01_009_TennisBats01_1p90_3p90_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.53548,-0.89031,-0.06158,6.75,0.00,body_local_swing_forehand
269,Table_Tennis_01_009_TennisBats01_22p46_24p46_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.21443,-2.35722,-0.19032,6.00,0.00,body_local_swing_forehand
270,Table_Tennis_01_009_TennisBats01_23p93_25p93_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.40435,-1.41150,-0.07209,6.75,0.00,body_local_swing_forehand
271,Table_Tennis_01_009_TennisBats01_25p17_27p17_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.37835,-2.28334,-0.15895,6.75,0.00,body_local_swing_forehand
272,Table_Tennis_01_009_TennisBats01_26p39_28p39_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.04684,-0.99760,-0.06348,6.00,0.75,body_local_swing_forehand
273,Table_Tennis_01_009_TennisBats01_27p77_29p77_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.27652,-2.17772,-0.11229,6.00,0.00,body_local_swing_forehand
274,Table_Tennis_01_009_TennisBats01_29p00_31p00_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.54167,-2.39511,-0.13593,6.75,0.00,body_local_swing_forehand
275,Table_Tennis_01_009_TennisBats01_30p21_32p21_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.45989,-1.73974,-0.09854,6.75,0.00,body_local_swing_forehand
276,Table_Tennis_01_009_TennisBats01_37p05_39p05_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.10803,-0.56087,-0.05689,4.00,0.75,body_local_swing_forehand
277,Table_Tennis_01_009_TennisBats01_38p29_40p29_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.21884,-2.06018,-0.08815,6.00,0.00,body_local_swing_forehand
278,Table_Tennis_01_009_TennisBats01_3p20_5p20_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.38313,-1.46474,-0.06620,6.75,0.00,body_local_swing_forehand
279,Table_Tennis_01_009_TennisBats01_40p73_42p73_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.49893,-1.47230,-0.10586,6.75,0.00,body_local_swing_forehand
280,Table_Tennis_01_009_TennisBats01_43p05_45p05_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.45804,-1.93673,-0.13709,6.75,0.00,body_local_swing_forehand
281,Table_Tennis_01_009_TennisBats01_4p46_6p46_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.44348,-1.44814,-0.07465,6.75,0.00,body_local_swing_forehand
282,Table_Tennis_01_009_TennisBats01_51p39_53p39_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.44918,-0.81639,-0.04727,5.75,0.00,body_local_swing_forehand
283,Table_Tennis_01_009_TennisBats01_58p98_60p98_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.60426,-1.24802,-0.06265,6.75,0.00,body_local_swing_forehand
284,Table_Tennis_01_009_TennisBats01_61p33_63p33_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.52460,-1.11298,-0.08309,6.75,0.00,body_local_swing_forehand
285,Table_Tennis_01_009_TennisBats01_63p68_65p68_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.55739,-1.42594,-0.09153,6.75,0.00,body_local_swing_forehand
286,Table_Tennis_01_009_TennisBats01_64p89_66p89_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.55762,-1.34226,-0.08394,6.75,0.00,body_local_swing_forehand
287,Table_Tennis_01_009_TennisBats01_68p42_70p42_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.48373,-0.75748,-0.04733,5.75,0.00,body_local_swing_forehand
288,Table_Tennis_01_009_TennisBats01_69p91_71p91_Skeleton001,backhand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.65781,0.41118,0.04050,0.75,4.00,body_local_swing_backhand
289,Table_Tennis_01_009_TennisBats01_6p81_8p81_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.50307,-1.96434,-0.13079,6.75,0.00,body_local_swing_forehand
290,Table_Tennis_01_009_TennisBats01_78p36_80p36_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.39411,-1.35254,-0.09820,6.75,0.00,body_local_swing_forehand
291,Table_Tennis_01_009_TennisBats01_80p81_82p81_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.50091,-1.56752,-0.10103,6.75,0.00,body_local_swing_forehand
292,Table_Tennis_01_009_TennisBats01_82p02_84p02_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.31384,-1.62720,-0.09633,6.00,0.00,body_local_swing_forehand
293,Table_Tennis_01_009_TennisBats01_83p39_85p39_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.46404,-0.78472,-0.05250,5.75,0.00,body_local_swing_forehand
294,Table_Tennis_01_009_TennisBats01_84p64_86p64_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.59399,-1.31934,-0.06689,6.75,0.00,body_local_swing_forehand
295,Table_Tennis_01_009_TennisBats01_85p92_87p92_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.62730,-1.52686,-0.07103,6.75,0.00,body_local_swing_forehand
296,Table_Tennis_01_009_TennisBats01_87p17_89p17_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.61318,-1.31567,-0.09794,6.75,0.00,body_local_swing_forehand
297,Table_Tennis_01_009_TennisBats01_92p59_94p59_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.43022,-1.58273,-0.11138,6.75,0.00,body_local_swing_forehand
298,Table_Tennis_01_009_TennisBats01_94p06_96p06_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.36075,-1.54348,-0.10548,6.75,0.00,body_local_swing_forehand
299,Table_Tennis_01_009_TennisBats02_100p26_102p26_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.10988,1.36538,0.08741,0.00,6.75,body_local_swing_backhand
300,Table_Tennis_01_009_TennisBats02_101p77_103p77_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.15776,0.19162,-0.00138,0.00,1.75,weak_motion_evidence
301,Table_Tennis_01_009_TennisBats02_104p26_106p26_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.19243,0.53314,0.02607,0.00,4.00,body_local_swing_backhand
302,Table_Tennis_01_009_TennisBats02_105p58_107p58_Skeleton002,forehand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.50440,-1.44348,-0.05271,5.75,0.00,body_local_swing_forehand
303,Table_Tennis_01_009_TennisBats02_108p16_110p16_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.10671,0.30192,0.00393,0.00,2.75,body_local_swing_backhand
304,Table_Tennis_01_009_TennisBats02_109p49_111p49_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.22522,0.86007,0.02592,0.00,5.00,body_local_swing_backhand
305,Table_Tennis_01_009_TennisBats02_110p69_112p69_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.10198,0.56838,0.01531,0.00,3.75,body_local_swing_backhand
306,Table_Tennis_01_009_TennisBats02_112p00_114p00_Skeleton002,backhand,0.9500,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.17489,0.15170,0.02870,0.00,3.00,body_local_swing_backhand
307,Table_Tennis_01_009_TennisBats02_113p24_115p24_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.03328,0.59133,0.01037,0.00,2.75,body_local_swing_backhand
308,Table_Tennis_01_009_TennisBats02_114p59_116p59_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.23478,1.21682,0.08993,0.00,6.00,body_local_swing_backhand
309,Table_Tennis_01_009_TennisBats02_115p81_117p81_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.14690,0.55020,0.02098,0.00,3.75,body_local_swing_backhand
310,Table_Tennis_01_009_TennisBats02_121p22_123p22_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.21751,0.73519,0.06220,0.00,6.00,body_local_swing_backhand
311,Table_Tennis_01_009_TennisBats02_126p12_128p12_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.23470,1.01862,0.08380,0.00,6.00,body_local_swing_backhand
312,Table_Tennis_01_009_TennisBats02_127p39_129p39_Skeleton002,backhand,0.7500,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.20986,0.50600,0.00850,0.00,2.00,body_local_swing_backhand
313,Table_Tennis_01_009_TennisBats02_129p76_131p76_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.19262,0.78626,0.02207,0.00,4.00,body_local_swing_backhand
314,Table_Tennis_01_009_TennisBats02_131p14_133p14_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.25270,0.21446,-0.00523,0.00,1.00,weak_motion_evidence
315,Table_Tennis_01_009_TennisBats02_132p36_134p36_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.17381,0.45014,0.02769,0.00,4.00,body_local_swing_backhand
316,Table_Tennis_01_009_TennisBats02_133p72_135p72_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.10493,0.31940,-0.00060,0.00,2.75,body_local_swing_backhand
317,Table_Tennis_01_009_TennisBats02_135p34_137p34_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.28822,0.86887,0.02994,0.00,5.00,body_local_swing_backhand
318,Table_Tennis_01_009_TennisBats02_136p69_138p69_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.32361,0.88454,0.07552,0.75,6.00,body_local_swing_backhand
319,Table_Tennis_01_009_TennisBats02_138p04_140p04_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.05114,1.84530,0.11351,0.00,6.75,body_local_swing_backhand
320,Table_Tennis_01_009_TennisBats02_13p43_15p43_Skeleton002,backhand,0.7500,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.16340,0.40427,0.00679,0.00,2.00,body_local_swing_backhand
321,Table_Tennis_01_009_TennisBats02_14p70_16p70_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.12342,0.28616,0.01210,0.00,2.75,body_local_swing_backhand
322,Table_Tennis_01_009_TennisBats02_15p97_17p97_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.11525,0.54158,0.00585,0.00,2.75,body_local_swing_backhand
323,Table_Tennis_01_009_TennisBats02_17p56_19p56_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.33681,0.86190,0.05449,0.75,5.00,body_local_swing_backhand
324,Table_Tennis_01_009_TennisBats02_18p85_20p85_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.27686,0.35467,0.03072,0.00,4.00,body_local_swing_backhand
325,Table_Tennis_01_009_TennisBats02_23p27_25p27_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.06554,1.35979,0.09060,0.00,6.75,body_local_swing_backhand
326,Table_Tennis_01_009_TennisBats02_24p48_26p48_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.10147,0.52177,0.00734,0.00,2.75,body_local_swing_backhand
327,Table_Tennis_01_009_TennisBats02_25p75_27p75_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.10241,0.86251,0.06334,0.00,6.75,body_local_swing_backhand
328,Table_Tennis_01_009_TennisBats02_27p11_29p11_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.32040,1.02415,0.09898,0.75,6.00,body_local_swing_backhand
329,Table_Tennis_01_009_TennisBats02_29p57_31p57_Skeleton002,backhand,0.7500,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.19914,0.48659,0.00770,0.00,2.00,body_local_swing_backhand
330,Table_Tennis_01_009_TennisBats02_2p45_4p45_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.03101,0.36478,0.01095,0.00,2.75,body_local_swing_backhand
331,Table_Tennis_01_009_TennisBats02_37p65_39p65_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.28887,1.06096,0.06916,0.00,6.00,body_local_swing_backhand
332,Table_Tennis_01_009_TennisBats02_38p88_40p88_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.19092,0.58415,0.03607,0.00,4.00,body_local_swing_backhand
333,Table_Tennis_01_009_TennisBats02_41p25_43p25_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.12390,0.73285,0.03874,0.00,5.75,body_local_swing_backhand
334,Table_Tennis_01_009_TennisBats02_43p59_45p59_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.28735,0.69027,0.09699,0.00,6.00,body_local_swing_backhand
335,Table_Tennis_01_009_TennisBats02_4p96_6p96_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.09398,0.48801,0.01110,0.00,2.75,body_local_swing_backhand
336,Table_Tennis_01_009_TennisBats02_50p72_52p72_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.06010,0.55619,0.01553,0.00,3.75,body_local_swing_backhand
337,Table_Tennis_01_009_TennisBats02_59p54_61p54_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.18071,0.75583,0.05807,0.00,5.00,body_local_swing_backhand
338,Table_Tennis_01_009_TennisBats02_61p86_63p86_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.16320,0.42189,0.03109,0.00,4.00,body_local_swing_backhand
339,Table_Tennis_01_009_TennisBats02_64p21_66p21_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.05496,0.48844,0.01501,0.00,3.75,body_local_swing_backhand
340,Table_Tennis_01_009_TennisBats02_69p11_71p11_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.17603,0.04289,-0.00200,0.00,0.00,weak_motion_evidence
341,Table_Tennis_01_009_TennisBats02_70p55_72p55_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.10664,0.43054,0.01723,0.00,3.75,body_local_swing_backhand
342,Table_Tennis_01_009_TennisBats02_77p43_79p43_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.01925,0.85227,0.01075,0.00,3.75,body_local_swing_backhand
343,Table_Tennis_01_009_TennisBats02_78p97_80p97_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.13894,0.41991,0.02459,0.00,3.75,body_local_swing_backhand
344,Table_Tennis_01_009_TennisBats02_7p30_9p30_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.10720,-0.00500,-0.01340,1.00,0.75,weak_motion_evidence
345,Table_Tennis_01_009_TennisBats02_81p41_83p41_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.13686,0.96673,0.06284,0.00,6.75,body_local_swing_backhand
346,Table_Tennis_01_009_TennisBats02_82p78_84p78_Skeleton002,forehand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.43069,-1.59083,-0.06509,6.75,0.00,body_local_swing_forehand
347,Table_Tennis_01_009_TennisBats02_83p99_85p99_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.06314,0.69248,0.03940,0.00,5.75,body_local_swing_backhand
348,Table_Tennis_01_009_TennisBats02_85p21_87p21_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.00477,0.55002,-0.00137,0.00,2.75,body_local_swing_backhand
349,Table_Tennis_01_009_TennisBats02_86p50_88p50_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.18293,0.59516,0.03306,0.00,4.00,body_local_swing_backhand
350,Table_Tennis_01_009_TennisBats02_93p32_95p32_Skeleton002,forehand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_009.csv,0.41606,-1.29226,-0.07770,6.75,0.00,body_local_swing_forehand
351,Table_Tennis_01_004_TennisBats01_0p00_1p67_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.15385,-2.56797,-0.20356,6.00,0.75,body_local_swing_forehand
352,Table_Tennis_01_004_TennisBats01_100p17_102p17_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.33155,-2.33146,-0.11209,6.75,0.00,body_local_swing_forehand
353,Table_Tennis_01_004_TennisBats01_10p94_12p94_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.36269,-1.60331,-0.11011,6.75,0.00,body_local_swing_forehand
354,Table_Tennis_01_004_TennisBats01_16p80_18p80_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.37104,-1.34027,-0.09069,6.75,0.00,body_local_swing_forehand
355,Table_Tennis_01_004_TennisBats01_1p31_3p31_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.66451,-1.35271,-0.06157,6.75,0.00,body_local_swing_forehand
356,Table_Tennis_01_004_TennisBats01_21p34_23p34_Skeleton001,unknown,0.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.09239,0.22290,0.01038,0.00,1.75,weak_motion_evidence
357,Table_Tennis_01_004_TennisBats01_22p66_24p66_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.40162,-1.42431,-0.08225,6.75,0.00,body_local_swing_forehand
358,Table_Tennis_01_004_TennisBats01_26p96_28p96_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.19528,-2.32044,-0.18899,6.00,0.00,body_local_swing_forehand
359,Table_Tennis_01_004_TennisBats01_28p53_30p53_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.40058,-1.92114,-0.13507,6.75,0.00,body_local_swing_forehand
360,Table_Tennis_01_004_TennisBats01_2p71_4p71_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.33158,-1.19211,-0.06092,6.75,0.00,body_local_swing_forehand
361,Table_Tennis_01_004_TennisBats01_36p22_38p22_Skeleton001,unknown,0.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.15506,-0.04436,-0.00306,0.00,0.75,weak_motion_evidence
362,Table_Tennis_01_004_TennisBats01_37p49_39p49_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.36721,-2.13559,-0.13074,6.75,0.00,body_local_swing_forehand
363,Table_Tennis_01_004_TennisBats01_46p34_48p34_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.16346,-2.44473,-0.20731,6.00,0.00,body_local_swing_forehand
364,Table_Tennis_01_004_TennisBats01_48p00_50p00_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.49206,-1.99029,-0.10817,6.75,0.00,body_local_swing_forehand
365,Table_Tennis_01_004_TennisBats01_49p23_51p23_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.33613,-2.05039,-0.11318,6.75,0.00,body_local_swing_forehand
366,Table_Tennis_01_004_TennisBats01_51p48_53p48_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.01213,-0.95765,-0.06660,6.00,0.75,body_local_swing_forehand
367,Table_Tennis_01_004_TennisBats01_52p86_54p86_Skeleton001,unknown,0.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.04792,0.03967,0.01236,0.00,1.75,weak_motion_evidence
368,Table_Tennis_01_004_TennisBats01_62p71_64p71_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.39039,-1.18576,-0.07316,6.75,0.00,body_local_swing_forehand
369,Table_Tennis_01_004_TennisBats01_64p08_66p08_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.28457,-0.55716,-0.02685,4.00,0.00,body_local_swing_forehand
370,Table_Tennis_01_004_TennisBats01_68p54_70p54_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.31406,-1.65197,-0.09802,6.00,0.00,body_local_swing_forehand
371,Table_Tennis_01_004_TennisBats01_69p86_71p86_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.34458,-1.68519,-0.10331,6.75,0.00,body_local_swing_forehand
372,Table_Tennis_01_004_TennisBats01_71p12_73p12_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.40695,-1.87687,-0.11468,6.75,0.00,body_local_swing_forehand
373,Table_Tennis_01_004_TennisBats01_72p38_74p38_Skeleton001,forehand,1.0000,TennisBats01,Csv/Point/Table Tennis_01_004.csv,0.37049,-1.91741,-0.11514,6.75,0.00,body_local_swing_forehand
